StationID,Year,AverageTemp_Fall,AverageTemp_Spring,AverageTemp_Summer,AverageTemp_Winter,MaxTemp_Fall,MaxTemp_Spring,MaxTemp_Summer,MaxTemp_Winter,MinTemp_Fall,MinTemp_Spring,MinTemp_Summer,MinTemp_Winter
99999900335,2020,67.19,65.96,78.7,50.06,82.7,78.8,85.1,68.0,48.4,47.4,65.5,32.5
99999900335,2021,64.56,64.95,77.71,51.69,79.1,81.7,83.6,71.9,43.1,44.8,71.1,34.8
99999900335,2022,65.8,65.73,79.42,49.7,84.8,79.9,88.5,74.0,40.7,36.9,74.0,19.1
99999900335,2023,64.78,64.62,79.34,53.69,82.1,77.6,87.8,73.1,41.3,39.7,69.5,36.3
99999900335,2024,62.19,66.37,80.93,49.45,82.5,78.3,91.0,68.4,35.8,46.4,72.5,26.4
99999900335,2025,63.25,61.89,80.715,47.55,83.0,75.3,89.9,69.3,33.75,46.3,71.0,25.2
99999900349,2015,64.31,61.42,80.5,43.46,83.5,75.1,88.8,64.6,31.7,28.2,69.5,20.9
99999900349,2016,65.24,64.2,80.61,45.8,79.1,81.6,90.8,67.3,38.8,43.2,66.6,17.6
99999900349,2017,65.47,64.99,79.31,47.68,84.4,83.5,91.2,68.5,41.4,44.5,67.1,19.6
99999900349,2018,59.48,66.65,81.9,43.87,80.4,88.5,90.1,63.5,32.0,44.3,69.3,15.5
99999900349,2019,63.18,61.28,81.75,46.43,82.6,80.1,101.3,66.5,28.9,24.7,65.1,26.4
99999900349,2020,63.48,65.56,83.84,45.03,83.0,87.6,95.3,60.8,27.0,41.2,70.7,25.9
99999900349,2021,66.27,62.18,78.53,46.23,83.4,88.6,88.4,65.6,44.4,38.7,66.3,6.8
99999900349,2022,62.06,66.87,83.13,41.78,78.8,87.3,91.8,60.5,32.5,33.7,64.7,14.3
99999900349,2023,65.98,63.55,84.97,47.05,89.5,80.0,94.5,64.6,35.9,40.8,64.4,22.3
99999900349,2024,61.13,65.95,83.03,48.61,80.7,84.1,92.9,71.1,37.6,40.8,69.7,24.9
99999900349,2025,65.125,61.98,82.005,41.96,81.5,78.2,90.6,74.0,40.35,40.1,72.15,20.2
99999900378,2015,69.12,67.71,80.98,52.6,82.3,78.9,88.3,75.9,43.1,39.2,74.6,35.5
99999900378,2016,70.87,68.34,80.74,53.76,83.3,81.0,92.3,74.7,45.0,47.4,70.5,36.0
99999900378,2017,68.77,69.06,80.07,56.56,80.9,82.1,85.9,73.7,46.4,51.5,70.5,30.1
