StationID,Year,Season,AverageTemp,MaxTemp,MinTemp
99999900238,2023,Spring,39.98,74.20,7.80
99999900238,2023,Summer,69.08,80.80,58.70
99999900238,2023,Winter,19.91,43.50,-11.60
99999900238,2024,Fall,48.44,73.20,2.40
99999900238,2024,Spring,44.32,67.70,17.60
99999900238,2024,Summer,67.25,78.90,56.70
99999900238,2024,Winter,21.78,42.10,-10.50
99999900238,2025,Spring,35.81,56.60,15.00
99999900238,2025,Winter,10.38,40.10,-17.70
99999900258,2015,Fall,58.06,75.80,34.30
99999900258,2015,Spring,55.86,69.70,34.90
99999900258,2015,Summer,75.67,85.80,64.80
99999900258,2015,Winter,36.23,54.30,17.70
99999900258,2016,Fall,59.47,78.30,28.00
99999900258,2016,Spring,56.69,72.30,38.80
99999900258,2016,Summer,77.06,86.20,63.50
99999900258,2016,Winter,37.80,57.50,23.40
99999900258,2017,Fall,59.26,78.00,35.10
99999900258,2017,Spring,58.08,76.30,37.40
99999900258,2017,Summer,76.87,86.20,65.20
99999900258,2017,Winter,40.08,57.30,24.20
99999900258,2018,Fall,61.47,86.00,41.20
99999900258,2018,Spring,60.17,77.90,36.30
99999900258,2018,Summer,77.90,86.70,66.20
99999900258,2018,Winter,39.23,52.60,24.80
99999900263,2015,Fall,67.62,82.10,38.70
99999900263,2015,Spring,64.51,79.50,36.00
99999900263,2015,Summer,78.83,86.00,71.30
99999900263,2015,Winter,48.70,67.60,31.10
99999900263,2016,Fall,68.35,81.30,41.20
99999900263,2016,Spring,64.92,78.20,45.00
99999900263,2016,Summer,78.81,84.40,67.30
99999900263,2016,Winter,50.40,70.30,29.70
99999900263,2017,Fall,66.30,80.50,45.30
99999900263,2017,Spring,66.26,79.30,47.40
99999900263,2017,Summer,78.85,88.20,69.50
99999900263,2017,Winter,53.15,69.00,27.00
99999900263,2018,Fall,62.90,82.00,35.60
99999900263,2018,Spring,66.33,80.80,45.90
99999900263,2018,Summer,80.35,86.80,72.20
99999900263,2018,Winter,48.57,67.30,24.00
99999900263,2019,Fall,66.35,82.60,31.80
99999900263,2019,Spring,63.90,78.90,31.60
99999900263,2019,Summer,79.59,95.40,68.10
99999900263,2019,Winter,50.03,65.10,33.00
99999900263,2020,Fall,65.54,82.20,38.00
99999900263,2020,Spring,66.83,79.50,47.70
99999900263,2020,Summer,79.75,86.40,70.90
99999900263,2020,Winter,50.42,66.00,36.40
99999900263,2021,Fall,66.35,81.40,46.10
99999900263,2021,Spring,64.64,81.10,47.20
99999900263,2021,Summer,77.52,82.20,65.80
99999900263,2021,Winter,50.94,69.00,13.60
99999900263,2022,Fall,65.99,82.10,38.40
99999900263,2022,Spring,67.27,81.20,37.50
99999900263,2022,Summer,81.57,87.40,73.40
99999900263,2022,Winter,47.45,71.00,19.20
99999900263,2023,Fall,67.92,86.20,39.00
99999900263,2023,Spring,65.42,77.00,42.20
99999900263,2023,Summer,82.66,87.70,70.20
99999900263,2023,Winter,52.61,71.60,29.80
99999900263,2024,Fall,68.72,82.20,37.60
99999900263,2024,Spring,68.30,85.20,49.30
99999900263,2024,Summer,80.64,88.50,72.30
99999900263,2024,Winter,51.89,68.80,20.80
99999900263,2025,Spring,65.10,76.20,46.90
99999900263,2025,Winter,47.58,69.90,25.60
99999900277,2024,Fall,57.78,73.90,29.80
99999900277,2024,Winter,44.63,61.10,27.70
99999900277,2025,Spring,57.82,77.50,38.70
99999900277,2025,Winter,40.35,65.60,19.00
99999900288,2015,Fall,45.33,77.20,11.50
99999900288,2015,Spring,49.93,69.80,32.50
99999900288,2015,Summer,66.33,82.50,54.10
99999900288,2015,Winter,14.32,35.40,-18.00
99999900288,2016,Fall,46.50,71.20,22.10
99999900288,2016,Spring,42.30,68.70,4.10
99999900288,2016,Summer,65.15,75.80,52.10
99999900288,2016,Winter,13.38,33.00,-16.40
99999900288,2017,Fall,40.85,71.00,3.90
99999900288,2017,Spring,45.63,62.40,28.60
99999900288,2017,Summer,65.10,82.60,49.90
99999900288,2017,Winter,6.04,31.70,-23.10
99999900288,2018,Fall,34.67,67.00,-0.10
99999900288,2018,Spring,39.62,74.40,9.40
99999900288,2018,Summer,66.40,79.00,52.90
99999900288,2018,Winter,9.46,33.30,-18.30
99999900288,2019,Fall,36.01,80.80,5.00
99999900288,2019,Spring,28.90,55.30,-13.50
99999900288,2019,Winter,3.39,28.50,-30.60
99999900288,2020,Fall,40.06,71.10,13.70
99999900288,2020,Spring,37.09,68.30,4.90
